QKEY,DEVICE_TYPE_W49,LANG_W49,FORM_W49,SOCMEDIAUSEa_W49,SOCMEDIAUSEb_W49,SOCMEDIAUSEc_W49,SOCMEDIAUSEd_W49,SNSUSER_W49,ELECTFTGSNSINT_W49,TALKDISASNSINT_W49,TALKCMNSNSINT_W49,SECUR1_W49,PRIVACYNEWS1_W49,HOMEASSIST1_W49,HOMEASSIST2_W49,HOMEASSIST3_W49,HOMEASSIST4_W49,HOMEASSIST5a_W49,HOMEASSIST5b_W49,HOMEIOT_W49,FITTRACK_W49,LOYALTY_W49,DNATEST_W49,TRACKCNT_W49,TRACKCO1a_W49,TRACKCO1b_W49,CONCERNCO_W49,BENEFITCO_W49,CONTROLCO_W49,UNDERSTANDCO_W49,POSNEGCO_W49,ANONYMOUS1CO_W49,TRACKGOV1a_W49,TRACKGOV1b_W49,CONCERNGOV_W49,BENEFITGOV_W49,CONTROLGOV_W49,UNDERSTANDGOV_W49,POSNEGGOV_W49,ANONYMOUS1GOV_W49,CONCERNGRPa_W49,CONCERNGRPb_W49,CONCERNGRPc_W49,CONCERNGRPd_W49,CONCERNGRPe_W49,CONCERNGRPf_W49,CONTROLGRPa_W49,CONTROLGRPb_W49,CONTROLGRPc_W49,CONTROLGRPd_W49,CONTROLGRPe_W49,CONTROLGRPf_W49,PP1_W49,PP2_W49,PP3_W49,PP4_W49,PP5a_W49,PP5b_W49,PP5c_W49,PP5d_W49,PP5e_W49,PP6a_W49,PP6b_W49,PP6c_W49,PRIVACYREG_W49,GOVREGV1_W49,GOVREGV2_W49,SHARE1_W49,KNOW1_W49,KNOW2_W49,KNOW3_W49,KNOW4_W49,KNOW5_W49,KNOW6_W49,KNOW7_W49,KNOW8_W49,KNOW9_W49,KNOW10_W49,TOTALKNOW_W49,PWMAN_W49,PWMAN2_W49,SMARTPHONE_W49,SMARTAPP_W49,PUBLICDATA_W49,RTBFa_W49,RTBFb_W49,RTBFc_W49,RTBFd_W49,RTDa_W49,RTDb_W49,RTDc_W49,RTDd_W49,PROFILE1_W49,PROFILE2_W49,PROFILE3_W49,PROFILE4_W49,PROFILE5_W49,DATAUSEa_W49,DATAUSEb_W49,DATAUSEc_W49,DATAUSEd_W49,DATAUSEe_W49,DATAUSEf_W49,FACE1_W49,FACE2a_W49,FACE2b_W49,FACE2c_W49,FACE3a_W49,FACE3b_W49,FACE3c_W49,FACE4a_W49,FACE4b_W49,FACE4c_W49,FACE4d_W49,DB1a_W49,DB1b_W49,DB1c_W49,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHN,F_NATIVITY,F_CITIZEN,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,WEIGHT_W49
114671,3,9,1,2,2,2,2,0, , , ,3,3,2, , , , , ,1,1,1,1,4,3,3,3,3,3,3,2,2, , , , , , , , ,3,3, , , , , ,3,3, , , ,2,4, , ,3,4,4,2,4,2,3,3,3,2, ,1,5,2,5,5,7,5,1,5,3,5,2,2,6,1,3,2,2,2,2,2, , , , ,3, , , , ,1,3,1, , , ,2,1,4,2,4,4,1,1,1, , ,2,2,2,1,4,4,1,1,6,2,1,1,1,1,1,12, ,5,3,1,1,8,1,1,2,1,1,.6224491358
114797,3,9,1,1,2,2,2,1,2,2, ,2,2,2, , , , , ,2,2,1,1,2,1,1,2,2,4,2,2,1, , , , , , , , ,1,1, , , , ,3,3,3, , , ,2,4, , ,2,2,2,3,3,2,3,2,3,1, ,1,4,5,1,5,1,5,5,5,6,5,2,1, ,1,1,2,99,99,99,99, , , , ,1,2,2,2,2,3,3,3, , , ,1,2,2,2,3,3,2,1,3, , ,2,2,2,1,1,4,1,1,5,2,1,1,1,1,1,1,2,4,3,2,2,7,1,1,3,1,1,.8100468459
114970,3,9,2,2,1,2,2,1,2, ,2,2,3,2, , , , , ,2,2,1,2,1, , , , , , , , ,3,3,2,4,4,3,2,1, , , ,2,3,3, , , ,2,3,2,2,4, , ,2,4,3,3,4,3,3,4,4, ,2,2,4,2,1,5,5,1,5,3,1,5,6,2,6,1,3,2, , , , ,2,1,1,1,2,2,1,3,2, , , ,2,2,2,2,2,2,1,4,4,3, , ,2,2,2,2,2,1,4,3,2,1,5,2,1,1,1,1,1,1,2,3,2, ,2,8,1,1,4,1,1,.7865104416
115706,2,9,2,2,2,2,2,0, , , ,3,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,3,4,3,4,3,3,2,2, , , ,2,3, , , , ,2,4,2,3,4, , ,2,2,3,3,3,2,3,2,3, ,1,1,5,1,2,5,5,4,2,3,5,5,2,2,9,2, ,2, , , , ,2,1,1,1,3, , , , , , , ,1,1,1,3, , , , , , , , , , ,2,3,2,1,2,3,2,3,2,2,1,1,1,1,6,1,1,2,1, ,1,3,3,1,2,0,2,1.2244814216
116151,2,9,2,1,1,2,2,1,2, ,2,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,4,5,2,3,3,3,2,2, , , ,2,3,2, , , ,3,3,2,4,4, , ,3,4,3,3,3,2,2,2,3, ,2,2,5,5,5,5,5,1,5,5,5,5,1,1, ,1,3,1, , , , ,2,1,1,1,2,2,2,1,2, , , ,1,1,1,1,2,1,1,3,2,1, , ,3,1,1,1,2,1,4,4,2,3,1,2,1,1,1,1,1,1,1,1,1, ,1,2,3,1,1,1,1,.3453428219
116422,3,9,1,1,2,2,2,1,2,1, ,3,2,2, , , , , ,2,2,1,2,1,2,3,2,3,3,2,2,2, , , , , , , , ,1,1, , , , ,2,2,2, , , ,4,3,2,2,2,3,3,3,3,2,3,3,3,3, ,2,4,2,5,1,1,5,1,5,5,5,4,2,3,1,4,2,99,99,99,1, , , , ,2,2,1,2,3,2,3,2, , , ,2,2,3,3,4,3,2,1,2, , ,2,2,2,1,2,3,2,3,2,2,1,1,1,1,5,12, ,4,4,99,9,4,2,1,3,1,1,.2130039878
116591,3,9,2,1,2,2,2,1,3, ,2,2,3,2, , , , , ,2,1,1,2,2, , , , , , , , ,3,4,2,3,3,3,2,1, , , ,1,2,2, , , ,2,2,1,2,3,3,3,2,2,3,3,1,3,2,2,3, ,1,1,5,5,5,5,7,5,5,5,5,5,0,1, ,1,3,1, , , , ,1,2,1,2,3, , , , , , , ,1,1,1,2,1,3,3,3,2,1, , ,3,1,1,2,1,1,3,4,2,3,2,2,1,1,1,1,1,12, ,6,1, ,1,3,3,1,3,1,2,1.5147815795
116617,3,9,1,1,2,1,2,1,2,2, ,2,2,1,3,2,3,2, ,2,1,1,1,4,2,4,1,2,4,3,2,1, , , , , , , , ,2,1,3, , , ,3,3,3, , , ,3,4, , ,4,4,4,4,4,3,4,4,4,1, ,1,4,2,1,1,5,5,1,4,6,5,6,2,1,1,1,1,2,2,2,2, , , , ,2,2,4, , ,1,1,1, , , ,2,2,2,2,3,3,2,1,1, , ,1,2,2,1,2,3,1,1,6,2,1,1,1,1,2,1,2,4,3,2,2,9,1,1,3,1,1,.5004381067
117214,1,9,1,2,1,1,2,1,1,2, ,2,2,2, , , , , ,1,2,1,2,2,2,3,1,3,3,3,2,2, , , , , , , , ,1,1, , , , ,3,3,3, , , ,2,4, , ,4,4,3,4,4,3,2,2,3,1, ,2,4,2,1,1,5,3,1,3,1,1,10,2,3,1,1,1,1,1,2,1, , , , ,1,2,2,2,2,2,1,2, , , ,1,2,2,2,3,3,2,2,1, , ,2,2,2,1,1,2,1,1,6,2,1,1,1,1,1,10, ,5,3,2,2,7,1,1,5,1,2,.7718677271
118110,3,9,2,2,2,2,2,0, , , ,3,3,2, , , , , ,2,2,1,2,1, , , , , , , , ,5,5,1,2,4,4,1,2, , , ,1,1, , , , ,3,3,3,2,1,1,2,3,1,3,3,1,4,4,3,4, ,2,2,5,2,4,5,5,5,1,2,5,5,3,2,8,1,1,2, , , , ,2,1,2,1,3, , , , , , , ,2,1,2,3, , , , , , , , , , ,2,2,2,1,2,3,2,3,2,2,1,1,1,1,1,2,2,5,2, ,2,99,99,1,4,1,2,.6936010638
118242,1,9,2,1,2,1,2,1,3, ,2,3,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,4,1,4,3,4,2,1,2, , , ,3,3,3, , , ,2,3,2,1,1,1,1,3,2,3,3,2,2,4,2,2, ,2,1,4,2,1,1,5,5,2,1,5,3,5,2,3,1,1,1, , , , ,1,1,1,1,1,2,1,1,2, , , ,2,3,2,1,1,2,2,2,3,2, , ,1,2,2,2,2,1,4,3,2,2,4,1,5,3,1,1,5,12, ,3,3,1,1,2,3,1,3,1,1,.1540849934
118414,1,9,1,1,2,2,2,1,2,2, ,2,2,2, , , , , ,2,2,1,2,1,1,2,1,3,3,3,2,2, , , , , , , , ,3,1, , , , ,2,2,3, , , ,3,4, , ,4,3,4,4,4,3,3,4,3,3, ,2,5,2,5,99,7,5,5,99,6,5,1,2,6,2, ,2,2,2,1,1, , , , ,1,2,1,1,4,1,1,1, , , ,3, , , , , , , , , , ,2,2,2,2,2,4,2,3,2,2,1,1,1,1,1,1,2,5,1, ,1,7,1,1,1,1,2,.8854747264
118847,1,9,1,1,1,2,1,1,1,99, ,2,2,1,4,2,4,2, ,1,1,2,2,3,3,5,2,3,3,3,1,2, , , , , , , , ,2,3, , , , ,2,2,2, , , ,2,4, , ,2,3,4,2,3,2,3,2,3,1, ,2,4,2,1,5,5,3,1,5,1,5,7,1, ,1,3,2,1,1,1,1, , , , ,2,2,2,4,3,2,3,3, , , ,2,3,2,3,4,4,4,3,2, , ,2,2,2,1,2,4,2,1,6,2,1,1,1,1,1,9, ,6,2, ,2,9,1,1,5,1,2,.6198735518
118888,3,9,1,1,2,2,1,1,1,2, ,1,1,2, , , , , ,1,2,2,1,2,2,3,2,2,4,3,2,1, , , , , , , , ,2,1, , , , ,3,3,3, , , ,4,4, , ,3,3,3,3,3,2,2,3,3,1, ,1,5,5,2,5,7,5,5,5,6,5,0,2,5,1,2,2,1,1,1,1, , , , ,2,5,3, , ,2,1,2, , , ,2,2,2,2,3,3,1,1,2, , ,2,2,2,1,4,4,2,1,5,2,1,1,1,1,5,3,2,6,2, ,2,7,1,1,4,1,2,.4019569461
119392,3,9,1,1,2,2,2,1,2,2, ,2,2,2, , , , , ,2,2,2,1,1,4,3,1,3,3,3,1,1, , , , , , , , ,1,1, , , , ,1,2,2, , , ,1,3,3,3,3,3,3,3,3,3,4,3,3,1, ,1,5,5,5,5,5,5,5,5,5,5,1,1, ,1,1,2,2,2,1,1, , , , ,2,2,4, , ,2,2,1, , , ,2,2,3,3,3,3,2,1,3, , ,2,2,2,2,2,3,2,3,2,2,1,1,1,1,6,2,2,5,1, ,1,1,3,1,3,0,1,.3301586768
119548,3,9,1,1,2,2,99,1,3,2, ,2,3,2, , , , , ,2,2,2,2,0,3,4,2,3,4,2,2,2, , , , , , , , ,2,1, , , , ,3,3,3, , , ,4,4, , ,3,3,3,3,4,3,3,2,3,1, ,2,5,2,2,5,5,5,5,5,5,5,2,2,1,2, ,2,99,99,1,1, , , , ,2,2,4, , ,1,1,1, , , ,3, , , , , , , , , , ,2,2,2,2,1,4,2,3,2,2,1,1,1,1,99,1,1,2,3,1,1,99,99,1,3,1,1,.2451041103
119910,3,9,1,1,1,1,1,1,2,2, ,2,2,2, , , , , ,2,1,1,1,3,1,2,1,3,3,3,2,2, , , , , , , , ,2,1,3, , , ,2,3,3, , , ,2,4, , ,3,4,3,3,4,3,4,3,3,1, ,2,4,2,1,1,5,3,1,1,5,1,8,2,7,1,3,2,2,1,1,1, , , , ,1,2,1,2,3,1,2,2, , , ,2,2,3,3,4,4,2,1,2, , ,1,2,2,1,3,3,1,1,6,2,1,1,1,1,1,2,2,4,3,2,2,9,1,1,3,1,2,.5106125029
120343,2,9,2,2,2,2,2,0, , , ,2,2,2, , , , , ,1,2,1,2,2, , , , , , , , ,2,3,2,3,4,3,2,1, , , ,2,2, , , , ,3,3,3,2,4, , ,4,4,4,4,4,4,4,4,3, ,2,1,4,2,1,1,5,2,1,5,1,1,8,2,2,1,1,2, , , , ,2,1,2,1,1,1,1,2,2, , , ,2,2,1,1,2,2,3,4,3,2, , ,2,2,1,99,2,1,4,4,2,2,3,2,1,1,1,1,1,12, ,6,1, ,1,9,1,1,2,1,2,1.0175615982
121556,2,9,1,2,2,2,2,0, , , ,1,1,2, , , , , ,1,1,1,2,3,2,2,1,2,4,3,2,2, , , , , , , , ,1,2, , , , , ,4,2, , , ,2,1,1,2,3,3,3,3,3,3,2,2,3,1, ,1,1,2,1,5,5,1,5,4,1,2,4,2,9,2, ,2,99,1,1,1, , , , ,1,2,1,2,2,2,2,2, , , ,2,2,2,2,4,4,4,3,3, , ,1,3,1,2,4,4,2,3,1,2,1,1,4,1,5,1,1,1,3,1,1,2,3,3,3,0,2,4.2276583912
121582,1,9,1,1,1,2,2,1,1,2, ,2,2,2, , , , , ,1,2,1,2,2,1,1,1,4,4,3,2,2, , , , , , , , ,2,2, , , , ,3,3,3, , , ,2,3,2,1,3,4,4,3,4,3,4,3,3,3, ,2,4,2,1,3,5,5,1,4,5,5,5,2,8,1,3,2,2,1,1,1, , , , ,1,2,1,2,2,3,1,3, , , ,1,2,2,2,4,3,2,1,2, , ,2,2,2,1,4,4,2,1,6,2,1,1,1,1,1,1,1,2,1, ,1,9,1,1,2,1,2,1.0037625406
122020,3,9,2,1,2,2,2,1,2, ,2,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,3,3,2,4,4,3,2,2, , , ,1,3,1, , , ,2,2,2,3,3,3,3,4,3,3,4,4,3,4,4,3, ,2,1,4,2,1,1,5,5,1,5,1,5,7,2,6,1,3,2, , , , ,99,1,1,1,2,3,3, , , , , ,2,2,2,1,2,2,3,4,4,4, , ,2,2,2,2,2,1,2,3,1,1,5,2,1,1,1,1,1,11, ,6,3,2,2,7,1,1,4,1,2,.2631247006
124032,3,9,2,1,2,2,2,1,2, ,2,3,2,2, , , , , ,2,2,2,2,0, , , , , , , , ,3,4,3,4,3,4,1,1, , , ,3,2,2, , , ,1,2,2,4,2,1,2,1,1,2,2,2,3,2,2,2, ,1,2,5,5,4,5,7,5,5,5,5,5,0,2,3,2, ,2, , , , ,2,1,2,1,2,2,2,3,2, , , ,3,3,1,3, , , , , , , , , , ,1,2,2,1,2,4,2,2,3,2,1,1,1,1,1,1,1,3,1, ,1,6,2,1,2,1,2,.8237159614
124281,3,9,2,2,1,1,1,1,2, ,2,2,3,1,2,3,3, ,2,1,1,1,1,5, , , , , , , , ,4,4,1,3,4,4,2,1, , , ,1,1,1, , , ,3,3,3,1,4, , ,4,4,4,4,4,4,4,4,4, ,2,2,4,2,1,1,5,3,1,4,1,1,9,1, ,1,1,2, , , , ,1,1,1,1,1,2,1,2,3, , , ,3,3,3,2,2,2,2,4,4,4, , ,3,3,2,2,2,1,4,4,1,1,6,2,1,1,1,1,3,9, ,6,3,2,2,9,1,1,4,1,2,.4469370952
124895,1,9,2,1,1,2,2,1,2, ,2,2,3,2, , , , , ,2,2,1,1,2, , , , , , , , ,99,99,3,4,4,4,1,2, , , ,3,3,3, , , ,2,2,2,2,4, , ,99,2,3,99,3,2,4,2,4, ,99,1,1,5,5,5,7,5,5,5,2,5,0,2,8,1,3,99, , , , ,2,99,1,1,2,5,1,99,2, , , ,99,99,99,3, , , , , , , , , , ,2,2,2,1,4,2,2,3,2,2,1,1,1,1,1,1,1,2,4,1,1,8,1,1,3,1,1,.2833226237
124997,1,9,1,2,2,2,2,0, , , ,2,3,2, , , , , ,2,2,1,1,2,2,3,3,3,3,2,99,1, , , , , , , , ,3,2,3, , , , ,3,3, , , ,4,3,3,3,3,2,2,2,2,3,2,2,3,1, ,2,4,2,5,5,1,5,1,5,1,4,4,2,1,1,3,1,99,1,99,99, , , , ,1,2,1,2,3,1,1,1, , , ,2,2,2,2,4,2,3,1,2, , ,2,2,2,1,1,3,2,2,3,2,1,1,1,1,1,1,2,2,3,2,2,6,2,1,3,1,2,.6442974944
125280,1,9,1,1,1,2,2,1,2,2, ,2,1,1,2,2,3,2, ,2,1,1,1,4,2,4,1,3,3,3,2,1, , , , , , , , ,1,1,2, , , ,2,3,3, , , ,4,3,3,2,3,3,3,4,3,4,4,3,2,1, ,2,4,2,1,1,5,5,1,5,5,5,6,2,8,1,2,2,2,1,1,1, , , , ,2,2,1,3,2,3,2,1, , , ,2,1,2,2,3,2,1,1,2, , ,1,2,2,1,1,3,2,1,6,2,1,1,1,1,6,1,2,4,3,1,1,9,1,1,3,1,2,.3824356316
126211,2,9,2,1,2,2,2,1,2, ,2,2,2,2, , , , , ,2,2,1,1,2, , , , , , , , ,3,4,2,4,4,2,2,2, , , ,1,3,1, , , ,2,3,2,2,2,1,2,3,2,3,3,4,2,4,4,3, ,2,1,5,2,1,5,5,1,2,5,4,5,3,2,5,1,2,2, , , , ,2,1,1,1,1,2,1,1,2, , , ,1,2,2,1,1,2,1,2,2,2, , ,2,1,2,2,2,1,3,4,1,3,2,2,1,1,1,1,1,1,1,1,4,1,1,4,2,1,1,1,2,.9131911439
126380,2,9,2,1,2,2,2,1,3, ,1,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,3,4,2,4,4,3,2,1, , , ,1,3,1, , , ,2,3,3,3,4, , ,3,4,4,4,4,3,3,3,3, ,1,2,4,2,1,5,5,3,1,5,5,5,6,2,5,1,2,2, , , , ,1,1,1,1,1,2,1,3,4, , , ,2,2,2,2,2,2,2,3,3,2, , ,2,2,2,2,2,1,4,3,1,1,5,2,1,1,1,1,1,12, ,6,2, ,2,6,2,1,5,1,2,.1745300205
127160,1,9,1,2,1,2,2,1,3,1, ,2,2,1,2,3,3,2, ,2,1,2,2,2,1,2,1,4,4,4,2,2, , , , , , , , ,2,1, , , , ,2,3,2, , , ,1,3,2,3,4,3,4,3,4,4,4,1,3,1, ,1,4,2,1,5,5,3,1,4,1,5,7,2,6,1,4,2,99,1,1,1, , , , ,1,1,2,2,3,3,3,2, , , ,2,3,3,4,4,4,4,2,2, , ,1,2,2,1,3,2,2,1,6,2,1,1,1,1,1,12, ,2,4,1,1,6,2,2,1,1,1,.4660074369
127250,3,9,2,1,2,2,2,1,3, ,2,3,4,2, , , , , ,2,2,1,2,1, , , , , , , , ,5,5,4,4,4,4,1,1, , , ,3,3,3, , , ,3,3,3,5, , , ,4,4,4,4,4,3,3,3,2, ,1,2,5,5,5,5,5,5,5,5,5,5,1,2,1,1,99,1, , , , ,2,2,2,2,2,5,4, , , , , ,2,2,2,2,3,3,3,3,3,1, , ,1,1,2,2,2,1,4,3,2,3,2,2,1,1,1,1,5,5, ,6,2, ,2,99,99,1,3,1,2,.4262440789
127498,1,9,1,2,2,2,1,1,3,1, ,2,2,1,1,3,4,1, ,1,2,1,1,4,2,2,1,4,3,3,2,2, , , , , , , , ,1,2,1, , , ,3,3,2, , , ,4,4, , ,2,4,4,1,4,2,4,2,4,1, ,1,4,2,2,1,1,3,1,4,1,1,7,2,5,1,3,2,2,1,1,1, , , , ,2,2,1,2,1,1,1,2, , , ,1,1,2,2,4,3,1,1,1, , ,2,2,2,1,2,2,1,1,5,2,1,1,1,1,1,4,2,3,3,2,2,9,1,3,2,0,1,.380361287
128214,1,9,2,1,1,2,1,1,2, ,2,2,3,2, , , , , ,2,2,1,2,1, , , , , , , , ,1,3,2,4,4,2,2,2, , , ,3,3,2, , , ,2,3,2,1,3,3,2,2,3,4,2,4,3,3,3,2, ,1,1,4,2,1,1,5,3,1,3,1,5,9,2,3,1,1,2, , , , ,2,1,1,1,2,2,1,2,2, , , ,1,1,3,2,2,2,2,3,2,1, , ,2,1,2,2,2,1,2,1,2,2,3,2,4,4,1,1,1,2,2,2,3,1,1,6,2,1,3,1,1,.794002366
128285,1,9,2,1,1,1,2,1,3, ,1,2,1,1,2,1,3, ,2,1,1,1,2,4, , , , , , , , ,1,3,2,3,4,4,2,2, , , ,2,3,1, , , ,2,3,3,1,2,3,3,3,4,3,3,3,3,4,4,4, ,2,1,4,2,1,4,1,5,1,4,5,5,4,1, ,1,1,2, , , , ,1,1,1,1,1,2,1,1,99, , , ,2,2,2,1,1,1,2,3,1,1, , ,2,3,2,2,2,1,1,4,1,1,6,2,5,4,1,1,1,12, ,6,2, ,2,9,1,1,4,1,2,.5691973171
128558,3,9,2,2,2,2,2,0, , , ,2,2,2, , , , , ,2,2,2,2,0, , , , , , , , ,1,2,2,4,3,3,1,2, , , ,2,2, , , , ,2,3,3,4,4, , ,3,3,3,3,4,2,3,3,3, ,1,2,5,5,4,4,1,5,5,5,4,5,0,2,3,1,4,2, , , , ,2,1,1,1,2,2,1,2,2, , , ,2,2,1,2,2,2,2,3,2,2, , ,2,1,2,2,2,1,3,3,2,3,2,2,1,1,1,1,1,1,2,5,1, ,1,7,1,1,2,1,2,.5422005453
129622,3,9,2,1,2,2,1,1,3, ,99,2,4,2, , , , , ,2,2,2,2,0, , , , , , , , ,3,4,3,2,3,3,1,2, , , ,2,2,1, , , ,2,2,2,3,4, , ,2,3,2,2,2,2,3,2,3, ,1,2,4,5,5,5,5,5,1,5,6,5,3,2,1,1,1,2, , , , ,2,1,2,1,2,2,2,3,2, , , ,2,2,2,2,2,2,2,3,3,2, , ,3,1,2,2,2,1,3,3,2,1,5,2,3,4,1,1,1,3,2,1,1, ,1,7,1,2,2,1,1,.6480820201
130022,2,9,2,1,2,2,2,1,3, ,99,2,3,1,2,2,4, ,2,2,1,2,2,2, , , , , , , , ,5,5,3,4,3,3,2,1, , , ,3,3,2, , , ,3,3,2,4,3,2,2,2,3,3,2,3,2,3,2,3, ,2,2,4,2,1,1,5,5,5,5,6,5,5,1, ,1,3,2, , , , ,99,1,1,1,2,3,4, , , , , ,1,3,2,2,2,2,4,3,2,2, , ,2,3,2,2,2,1,3,4,1,1,5,2,1,1,1,1,5,5, ,4,2, ,2,8,1,1,3,0,1,.1491564579
130889,3,9,2,1,2,2,2,1,99, ,99,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,99,5,99,3,99,4,2,1, , , ,2,3,3, , , ,1,2,99,4,3,3,3,2,2,3,2,3,2,2,4,3, ,1,2,4,2,5,5,5,5,1,5,5,5,4,2,3,1,4,2, , , , ,1,1,1,1,2,5,1,2,4, , , ,2,2,2,2,4,4,4,4,4,2, , ,2,1,1,2,2,1,4,4,2,1,5,2,1,1,1,1,1,11,99,4,2, ,2,9,1,1,5,1,2,.6528765031
131708,3,9,2,1,2,2,2,1,3, ,1,3,2,2, , , , , ,1,2,1,2,2, , , , , , , , ,4,4,3,3,2,2,1,1, , , ,2,3,3, , , ,2,2,2,2,1,1,2,2,2,3,2,3,2,2,2,1, ,1,2,4,2,5,4,5,5,1,5,5,5,4,1, ,1,3,2, , , , ,2,1,2,1,2,3,1,1,2, , , ,1,3,1,2,2,2,2,3,2,2, , ,3,1,2,2,2,2,2,4,2,3,2,2,1,1,1,1,1,1,2,5,1, ,1,4,2,1,3,1,2,.7491134369
131786,3,9,2,2,2,2,2,0, , , ,2,1,2, , , , , ,2,2,2,2,0, , , , , , , , ,3,4,2,2,3,3,1,2, , , ,2,2, , , , ,2,4,2,2,4, , ,3,3,4,3,3,3,3,3,3, ,1,1,5,2,2,5,7,5,5,5,5,5,1,2,9,2, ,2, , , , ,2,1,1,1,2,2,2,2,3, , , ,2,2,3,1,2,2,2,2,2,2, , ,1,3,2,3,2,2,3,3,1,1,6,2,1,1,1,1,6,1,1,4,1, ,1,1,3,3,2,1,2,.3891870513
132062,1,9,2,1,2,2,2,1,3, ,2,2,3,1,3,3,2, ,2,2,2,2,2,1, , , , , , , , ,3,3,3,2,3,3,1,2, , , ,3,2,2, , , ,3,3,2,4,3,3,3,3,3,4,4,3,2,2,2,3, ,1,2,5,2,4,1,7,2,1,1,6,1,4,2,1,1,1,2, , , , ,1,1,1,1,1,3,2,3,3, , , ,2,1,3,2,2,1,2,2,2,3, , ,2,2,2,2,1,1,4,4,1,1,5,2,3,4,4,1,5,2,2,2,2, ,2,3,3,1,2,1,2,.2961748843
132478,3,9,2,2,2,2,2,0, , , ,2,2,2, , , , , ,2,2,1,1,2, , , , , , , , ,3,4,2,3,4,4,1,2, , , ,2,3, , , , ,3,3,2,4,4, , ,2,2,2,2,2,2,2,2,3, ,2,2,4,5,2,5,5,5,1,1,6,5,3,2,2,1,4,2, , , , ,1,1,2,1,1,2,1,2,2, , , ,2,2,2,2,2,4,4,3,2,2, , ,2,2,2,2,2,1,1,4,2,2,3,2,1,1,1,1,5,1,2,4,2, ,2,4,2,1,4,1,1,.6667194433
132489,1,9,2,1,2,1,2,1,2, ,2,2,2,2, , , , , ,1,2,1,2,2, , , , , , , , ,3,4,3,3,4,3,2,2, , , ,2,2,1, , , ,3,3,3,2,1,1,2,2,4,3,3,3,2,4,4,3, ,1,1,1,2,1,5,5,2,1,5,5,5,4,2,6,1,2,1, , , , ,2,1,1,1,1,1,1,1,1, , , ,2,2,2,1,2,1,2,4,4,2, , ,2,1,2,2,2,1,3,4,2,1,6,2,1,1,1,1,6,2,2,4,2, ,2,3,3,1,4,1,2,.4124913708
132973,2,9,1,1,1,99,2,1,1,2, ,2,2,1,3,3,2,1, ,2,1,2,1,3,2,3,2,2,3,2,1,2, , , , , , , , ,1,2,1, , , ,3,3,2, , , ,1,2,2,2,3,2,2,2,3,2,2,2,2,1, ,2,4,1,2,1,5,2,1,4,4,2,4,2,3,1,1,2,2,1,1,1, , , , ,2,2,2,3,2,2,1,1, , , ,1,2,2,2,2,2,2,1,1, , ,2,2,2,1,4,3,2,3,2,2,1,1,4,1,1,12, ,6,3,2,2,6,2,1,3,1,2,.4887552591
133435,3,9,2,2,2,2,2,0, , , ,3,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,2,4,2,4,4,4,2,1, , , ,1,2, , , , ,3,3,3,3,3,2,2,3,3,3,3,3,2,2,2,3, ,1,2,4,5,5,5,5,5,5,5,6,5,2,2,1,1,99,99, , , , ,99,1,1,1,2,1,1,2,2, , , ,2,2,2,3, , , , , , , , , , ,2,2,2,1,1,4,2,3,2,2,1,1,1,1,5,2,99,1,3,99,9,3,3,1,1,1,1,.2033973402
133700,3,9,1,1,2,2,2,1,3,99, ,3,3,2, , , , , ,1,2,1,2,2,2,4,2,3,3,3,2,1, , , , , , , , ,3,2, , , , ,2,3,3, , , ,3,4, , ,2,2,3,3,3,3,3,3,2,1, ,2,4,2,5,5,1,5,5,5,5,5,2,2,7,1,3,2,1,1,1,1, , , , ,2,2,2,3,2,1,3,1, , , ,2,2,2,2,3,3,2,1,1, , ,2,2,2,1,1,4,2,3,2,2,1,1,1,1,1,2,2,2,3,1,1,4,2,1,3,1,1,.4765809015
133889,2,9,2,1,1,2,1,1,3, ,2,2,2,2, , , , , ,1,1,1,2,3, , , , , , , , ,3,3,2,3,2,3,1,2, , , ,2,3,2, , , ,2,1,2,2,4, , ,3,2,3,3,3,2,2,3,3, ,1,1,4,2,1,1,5,3,1,3,1,1,10,1, ,1,1,2, , , , ,2,2,1,1,2,3,2,2,3, , , ,3,3,2,1,2,1,2,4,3,2, , ,3,3,2,2,2,1,4,3,1,1,6,2,1,1,1,1,1,12, ,6,3,2,2,9,1,1,3,1,2,.5892577557
